filename,question_1a_health_policy,question_1a_confidence,question_1a_explanation,question_1b_ghpl_categories,question_1b_confidence,question_1b_explanation,metadata_extracted,title,doc_type,health_topic,creator,year,country,language,governance_level,overall_confidence,metadata_completeness,processing_time_seconds,processed,error_message
Making-data-talk.pdf,True,0.95,"This document is an official publication of the U.S. National Cancer Institute (NCI), National Institutes of Health (NIH), Office of Communications and Education (NIH publication number present). NCI/NIH are authoritative government health agencies.",False,0.9,"The content is a workbook/training companion on communicating public health data — an educational/training resource. It does not set policy, create law, present a national health strategy/control plan, outline an implementation/action plan, or provide evidence-based clinical/public‑health practice guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,24.68,True,
CDC_Fentanyl-Fact-Sheet_General_508.pdf,True,0.95,The document is a public-health fact sheet produced by an authoritative government health agency (CDC logo present and it cites CDC/MMWR and NCHS sources). Content and references indicate it originates from an official U.S. public health authority.,False,0.95,"The content is an educational fact sheet for the public about fentanyl and overdose (signs, naloxone use, testing strips). It does not contain policy language, legal text, a national strategy, control plan, action plan, or systematically developed clinical guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,35.73,True,
CAN_D1_Abdominal_Aortic_Aneurysm_Screening_Recommendations.pdf,True,0.95,"This is an evidence-based clinical guidance produced by the Canadian Task Force on Preventive Health Care (an authoritative national guideline body) and published in CMAJ, developed with Public Health Agency of Canada support — it is therefore from an authoritative health source.",True,0.95,"The document is a formal clinical practice guideline: it presents systematically developed, GRADE‑rated recommendations on abdominal aortic aneurysm screening, methodology, evidence synthesis and implementation considerations.",True,Recommendations on Screening for Abdominal Aortic Aneurysm in Primary Care,Health Guideline,Cardiovascular Health,Agency,2017,Canada,English,National,0.885,1.0,293.01,True,
CAN_B26_S23_II-26-Prohibiting_Use_of_PHOs.pdf,True,0.97,Published on Canada.ca by Health Canada (Health Products and Food Branch / Bureau of Nutritional Sciences) with official reference number and contact details — an authoritative government health source announcing a regulatory decision on food safety.,True,0.9,"This document is an official Notice of Modification implementing a prohibition by amending Part 1 of the List of Contaminants and Other Adulterating Substances in Foods, creating a binding regulatory prohibition on PHOs — corresponds to a LAW/regulatory instrument.",True,Notice of Modification: Prohibiting the Use of Partially Hydrogenated Oils in Foods,Policy,Cardiovascular Health,Agency,2017,Canada,English,National,0.89,1.0,159.68,True,
Pdf13511803dpi100.pdf,True,0.95,"This is an official U.S. government document produced by the U.S. Department of Agriculture, Forest Service (includes USDA logo, Forest Service letterhead, and agency report identifiers). It is an authoritative government source addressing occupational health/safety of wildland firefighters.",False,0.9,"The document is a technical report/assessment of smoke exposure with findings and recommendations. It does not present a formal policy, law, national health strategy, national control plan, implementation action plan with timelines/responsibilities, or a systematically developed evidence-based clinical/public-health guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,41.24,True,
61b88d9dee8d2e4eae4286b2.pdf,False,0.9,"The document is produced by the Pan American Health Organization/World Health Organization office and St. Jude (logos and credits appear), which are international health organizations and a hospital/NGO. Per the user criteria, WHO/UN agencies and individual hospitals are considered non-authoritative for this specific TRUE definition, so this is classified as not from the listed authoritative national health policy sources.",False,0.95,"Content and format indicate this is an informational/educational module/brochure for parents and caregivers about pediatric palliative care (patient education material). It does not present formal policy, law, national strategy/plan, action plan, or a systematically developed clinical guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,67.95,True,
Cancer-care-Oral-care-Guidelines-TD-7.pdf,False,0.9,"This document is a clinical guidance produced by University Hospital Southampton NHS Foundation Trust (an individual hospital/trust). The source is an individual NHS Trust, not a national government agency, ministry, national public health institute, or a professional body with national standard‑setting authority, so it does not meet the definition of an authoritative national health source in the provided criteria.",True,0.95,"The content is an evidence‑based, practice‑oriented document with clinical recommendations, assessment tools, version control, references and approval by hospital committees. It provides formal advisory statements for clinical practice (oral care in cancer patients), so it fits the GHPL category 'GUIDELINE'.",False,,,,,,,,,,,28.93,True,
An-eu-action-plan-for-better-cardiovascular-health_25_5_2021.pdf,False,0.95,"This document is published by MedTech Europe, an industry trade association representing medical technology companies. It is an advocacy/policy roadmap from a commercial industry group rather than a government ministry, public health institute, or professional medical society with formal standard-setting authority.",False,0.9,"Although the text proposes an 'EU Action Plan' and contains policy recommendations and a roadmap, it is an industry advocacy document rather than an official POLICY, ACTION PLAN, NATIONAL STRATEGY, LAW, NATIONAL CONTROL PLAN or GUIDELINE. It lacks formal approval, legal force, concrete implementation timelines/responsibilities, and the authoritative origin typical of GHPL categories.",False,,,,,,,,,,,84.12,True,
Health-Sector-Gender-Policy.pdf,True,0.95,"This is an official document produced by the Republic of Ghana Ministry of Health (contains ministry name, national seal, minister foreword, and formal structure). It is an authoritative government health-sector publication focused on policy and sector governance.",True,0.92,"The document is a formal sector-level policy framework ('Health Sector Gender Policy') that sets guiding principles, goals, objectives, and implementation arrangements for mainstreaming gender in the health sector. This matches the GHPL 'POLICY' category (policy framework/statement), rather than a law, strategy, control plan, action plan, or clinical guideline.",True,Health Sector Gender Policy,Policy,,Ministry,2009,Ghana,English,National,0.957,0.875,125.82,True,
Strategic_Plan_for_Strengthening_PHEOCs-_Final.pdf,False,0.9,"The document is published and branded by WHO Regional Offices (WHO African Region/WHO EMRO) in collaboration with Africa CDC and other partners. According to the instructions, documents from WHO/UN agencies are categorized as NOT authoritative health sources for this specific question, so this is FALSE despite its institutional provenance.",True,0.9,"The content is a multi-year strategic/operational ‘Strategic Plan’ that includes goals, strategic objectives, detailed pillars, an operational plan, budget estimates, timelines and implementation/monitoring arrangements. Those features match an ACTION PLAN (implementation-focused document) rather than a law, clinical guideline, or narrowly national health strategy.",False,,,,,,,,,,,137.57,True,
Eswatini_Strategic_Assessment_on_Unintended_Pregnancies_Contraception_and_PAC_Report_-_June_2023_1.pdf,True,0.95,Document is authored and published by the Eswatini Ministry of Health (ministry letterhead/logo present) and includes collaboration with WHO/UNFPA — indicating an authoritative national health source.,False,0.9,"This is a strategic assessment / research report (contains background, methods, results, recommendations). It does not establish policy, law, a national health strategy, a national control plan, an implementation action plan, or formal clinical guidelines, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,33.71,True,
Improving-data-capacity-aian.pdf,True,0.92,"This is a government-commissioned final report prepared for the Office of the Assistant Secretary for Planning and Evaluation (ASPE), U.S. Department of Health and Human Services. Although authored by academic researchers (UCLA, Univ. of Michigan), it was produced for an HHS policy office and concerns federal health survey methods for a population subgroup, making it an authoritative health-sector product.",False,0.93,"The document is an analytical/research report assessing data collection, classification, and weighting for AIAN populations in federal surveys. It does not present a formal government policy, law, national health strategy, control plan, implementation/action plan, or evidence-based clinical/public-health guideline. It is an evaluation/technical report (excluded by GHPL criteria).",False,,,,,,,,,,,65.02,True,
Final_cancer_moonshot_task_force_report_1.pdf,True,0.95,"This is an official U.S. federal government report (Cancer Moonshot Task Force) launched from the White House and led by the Vice President, and it coordinates federal health agencies (HHS/NCI, CDC, VA, CMS, FDA, etc.). It is thus from an authoritative health/government source.",True,0.92,"The document is an implementation-focused report titled the Cancer Moonshot Implementation Plan, containing Year 1 accomplishments, concrete near- and long-term actions, cross-agency deliverables and operational activities — matching the GHPL definition of an Action Plan/Implementation Plan rather than a law, clinical guideline, or high-level national health strategy.",True,Report of the Cancer Moonshot Task Force,Action Plan,Cancer,Agency,2016,United States,English,National,0.95,1.0,306.19,True,
DTG_Info_Sheet_Final_Oct2020.pdf,True,0.93,"Document is an official-looking drug interaction information sheet produced with support from the National Department of Health of South Africa and the NDoH Pharmacovigilance Centre (logos, contact hotlines, and funding statement by the Global Fund are present). This indicates an authoritative public-health source rather than a commercial or purely academic origin.",False,0.92,"This is a clinician/patient information sheet (drug interaction fact sheet) and not a formal policy, law, national strategy, national control plan, action plan, or a systematically developed clinical guideline. GHPL guidance specifically excludes information sheets/fact sheets from the listed categories.",False,,,,,,,,,,,31.18,True,
CPRC_Initial_Cede_Review_Application_v.5.pdf,False,0.95,"This is an institutional administrative application form from the Masonic Cancer Center / University of Minnesota (CPRC) for ceding scientific review of clinical trial protocols. It is an internal committee/process document from a university-affiliated cancer center, not a government ministry, national public health institute, or professional standards body with policy-setting authority.",False,0.95,"The content is an operational application/checklist for protocol cede review, OnCore registration, accrual reporting, site selection, and trial startup logistics. It is an administrative form, not a Policy, Law, National Health Strategy, National Control Plan, Action Plan, or evidence-based clinical/public health Guideline.",False,,,,,,,,,,,29.92,True,
2005-143.pdf,True,0.95,"This is a U.S. government health agency publication (DHHS / CDC / NIOSH) fact sheet about the Special Exposure Cohort under the Energy Employees Occupational Illness Compensation Program Act. It includes official contact information and a DHHS/NIOSH publication number, indicating an authoritative public health source.",False,0.9,"The document is a fact sheet / FAQ and informational brochure describing eligibility, compensation, and a list of cancers for the SEC. It is educational/public information and not a policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public health guideline.",False,,,,,,,,,,,36.75,True,
WHO_AFR_Covid-19_2021_SRP_Final_16042021.pdf,False,0.98,"This document is produced by the World Health Organization Regional Office for Africa (WHO AFR) — a UN agency/regional WHO office. Per the instructions you provided, WHO/UN agency documents are to be classified as FALSE for “authoritative health source” (the TRUE class is reserved for national government ministries, national public health institutes, official national authorities or professional medical societies). The document is therefore not counted as a national/governmental authoritative health source under your rules.",True,0.95,"The content is a disease-specific strategic preparedness and response plan for COVID-19 with stated goals, strategic objectives, response pillars, monitoring KPIs and detailed resource requirements and country-level allocations. That structure and purpose match the GHPL definition of a (national/regional) control plan for a specific disease. Therefore it fits the “National Control Plan” category (disease control/strategic plan).",False,,,,,,,,,,,63.64,True,
Hawaii_Cancer_Control_Plan.pdf,True,0.95,This is an official state-level cancer plan produced and published by the Hawaii State Department of Health (Hawaii Comprehensive Cancer Control Program) with forewords from the DOH Director and funding/partnership from CDC and other health agencies. It is an authoritative government health document intended to guide statewide cancer control.,True,0.95,"The document is a multi-year, state-wide strategic cancer control plan (Hawaii Cancer Plan 2004–2009) that sets vision, goals, priorities and strategies for cancer prevention, early detection, treatment and quality of life—matching the definition of a National Control Plan (disease-specific strategic plan).",True,Hawaii Cancer Plan 2004-2009,National Control Plan,Cancer,Agency,2004,United States,English,Regional,0.945,1.0,154.57,True,
SGP_B25_S23_SGP-sat-fat.pdf,True,0.95,"This is an official regulatory instrument published in the Government Gazette and made by the Ministry of Sustainability and the Environment (Singapore). It amends the Food Regulations to set mandatory Nutri‑Grade labelling, advertising and nutrition information requirements for beverages — a public health regulatory measure from an authoritative government source.",True,0.95,"This document is a legal regulation (Food (Amendment No. 2) Regulations 2021) made under the Sale of Food Act. It creates binding rules and requirements with legal force (labelling, grading, prohibitions), so it fits the GHPL category: LAW (regulation).",True,Food (Amendment No. 2) Regulations 2021,Law,,Ministry,2021,Singapore,English,National,0.957,0.875,197.45,True,
GBR_B23_S23_Restricting_promotions_of_products_high_in_fat_sugar_or_salt_implementation_guidance_-_GOV.U.pdf,True,0.95,This is an official UK government publication from the Department of Health & Social Care providing regulatory implementation guidance on restricting promotions of HFSS foods in England. It therefore originates from an authoritative national health policy source.,True,0.8,"The document is implementation guidance explaining how to apply the Food (Promotion and Placement) (England) Regulations 2021 and giving practical steps, examples and enforcement information. It functions as an implementation-focused document and best fits the GHPL 'ACTION PLAN' category (implementation/operational guidance for a higher-level regulation), rather than being the law itself or a clinical guideline.",True,"Restricting Promotions of Products High in Fat, Sugar or Salt by Location and by Volume Price: Implementation Guidance",Policy,Non-Communicable Disease,Ministry,2023,England,English,Regional,0.935,1.0,184.19,True,
IRL_D1aic_S23_ncec-guideline-prostate-cancer-2022.pdf,True,0.99,"This is an official National Clinical Guideline published by the Department of Health (Ireland) / National Cancer Control Programme (NCCP) and endorsed by the National Clinical Effectiveness Committee (NCEC). It includes official logos, ISSN, publication and update dates and references to HSE/NCCP—consistent with an authoritative government health source.",True,0.98,"The document is an evidence-based National Clinical Guideline (National Clinical Guideline No. 8) for diagnosis, staging and treatment of prostate cancer, containing structured recommendations, methodology, appendices and implementation/audit material—matching the GHPL definition of a GUIDELINE.",True,"Diagnosis, Staging and Treatment of Patients with Prostate Cancer",Health Guideline,Cancer,Ministry,2015,Ireland,English,National,0.985,1.0,133.63,True,
Glasgow-life-edi-strategy-2023-2038-text-only-version.pdf,False,0.92,"This is an Equalities, Diversity and Inclusion strategy produced by Glasgow Life, a city culture/sport organisation. It is not from a government health agency, national public health institute, official health authority, or professional medical society, nor does it set health-sector policies or clinical/public-health guidance.",False,0.9,"Although the document is a strategic organisational policy on EDI, it is not a health-sector document and does not match the GHPL categories (national health policy/strategy, control plan, law, guideline or health action plan). It is an internal organisational strategy and accompanying action planning for equality and inclusion, not a health policy, national health strategy, disease control plan, clinical guideline, law, or health-focused action plan.",False,,,,,,,,,,,36.37,True,
KENYA_Final_draft_program_for_data_analysis_workshop.pdf,True,0.95,"Document is authored and organized by the Ministry of Health (Kenya) with participation from national institutions (KNBS, CRVS) and WHO — an official government-led mid-term review process for the national health sector strategic plan, so it is from an authoritative health source.",False,0.9,"This is a draft workshop/programme and guidance for an analytical mid-term review (agenda, objectives, data sources, and presentation guidance). It is not a policy, law, national health strategy, national control plan, implementation/action plan, or an evidence-based clinical/public-health guideline — it is meeting/training materials and thus does not fit the six GHPL categories.",False,,,,,,,,,,,31.62,True,
Utah_StateCancerPlan2016-2020.pdf,True,0.95,This plan was prepared by the Utah Comprehensive Cancer Control Program (Utah Department of Health) in coordination with the Utah Cancer Action Network and notes CDC funding — it is an official state public health document from authoritative health agencies/programs.,True,0.95,"The document is a state-level comprehensive cancer prevention and control strategic plan (2016–2020) with goals, strategies, targets and implementation guidance for a specific disease area — matching the GHPL definition of a National Control Plan (disease-specific control/strategic plan).",True,2016-2020 Utah State Cancer Plan,National Control Plan,Cancer,Agency,2016,United States,English,Regional,0.905,1.0,154.15,True,
Cancer-infection-and-sepsis-fact-sheet-508.pdf,True,0.95,"This is patient education material produced by the U.S. Centers for Disease Control and Prevention (CDC) (CDC logo and cdc.gov/sepsis URL present). CDC is a U.S. government public health agency, which qualifies as an authoritative health source.",False,0.9,"The document is a patient-facing informational brochure/fact sheet about cancer, infection, and sepsis. It does not contain policy language, legal/regulatory text, a national strategy, control plan, action plan, or systematically developed clinical guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,27.76,True,
619cabd746aa4d732c7d0f83.pdf,False,0.86,"The document is an issue brief/newsletter produced by MEDBOX (The Aid Library) / Medical Mission Institute (an NGO/aid-library). It compiles and links to authoritative sources (WHO, PAHO, ministries) but is not itself a government agency, national public health institute, ministry, or professional society issuing official policy or standards.",False,0.92,"The content is a curated resource/newsletter and patient-education list rather than a formal policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public-health guideline. It contains links to such documents but does not itself meet any of the six GHPL document types.",False,,,,,,,,,,,46.5,True,
Update-cancer-incidence-trends-canada-1984-2017.pdf,True,0.95,"Authored and produced by recognized government/public-health institutions (Public Health Agency of Canada, Statistics Canada) in collaboration with the Canadian Cancer Society and published in a public-health journal. The content is official surveillance/analysis of national cancer incidence data rather than a commercial or purely academic blog.",False,0.95,"This is a research/surveillance article reporting cancer incidence trends and analysis (Canadian Cancer Statistics data). It does not present a policy, law, national health strategy, national control plan, action plan, or formal guideline; it is a data-driven research/report paper and therefore does not fit any of the six GHPL categories.",False,,,,,,,,,,,40.04,True,
Pag-manual-interim-public-comment-4-2-2013.pdf,True,0.95,"This is a U.S. federal government guidance document produced by the U.S. Environmental Protection Agency (EPA) in coordination with other federal agencies (FEMA, NRC, HHS, DOE, etc.). It provides official radiological protective action guidance for public officials and addresses public health protection during radiological incidents, so it qualifies as an authoritative government health/public‑safety source.",True,0.95,"The Manual provides formal advisory recommendations (Protective Action Guides, recommended protective actions, planning guidance) for public health emergency response. Its content and purpose match the GHPL definition of a GUIDELINE rather than law, strategy, or action plan.",True,Protective Action Guides and Planning Guidance for Radiological Incidents,Health Guideline,,Agency,2013,United States,English,National,0.941,0.875,126.42,True,
Pellets1.pdf,True,0.95,"The document carries the Republic of South Africa Department of Health seal/logo and NDP branding, and is an official-looking information sheet intended for healthcare workers and caregivers about lopinavir/ritonavir oral pellets. It appears to originate from a national health authority and thus is from an authoritative health source.",False,0.9,"Content is a practical patient/caregiver information leaflet and administration instructions for an ARV product (how to open capsules, dosing schedule, side effects). It is educational/product information rather than a policy, law, national strategy, control plan, action plan, or formal evidence-based clinical guideline, so it does not fit the GHPL categories.",False,,,,,,,,,,,56.84,True,
LetterofMedicalNecessityforCamzyosrelatedechocardiograms.pdf,False,0.95,"This is a commercial/formulary/administrative document (a Letter of Medical Necessity template) related to the prescription and REMS monitoring of CAMZYOS (mavacamten). It cites the drug’s package insert and a REMS webpage and includes a commercial reference code (CV-US-2200361) consistent with pharmaceutical company materials (Bristol‑Myers Squibb). It is not issued by a government agency, national public health institute, or professional society.",False,0.95,"The document is a provider-facing letter template to justify medical necessity and request coverage for periodic echocardiograms for a specific drug regimen. It is not a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or an evidence-based GUIDELINE as defined by GHPL; it is product/clinical administrative material and a template for insurance communication rather than an official guideline or policy document.",False,,,,,,,,,,,27.32,True,
CDC-Rural-Public-Health_At-a-Glance_May-2024.pdf,True,0.95,"This document is produced by the CDC (Centers for Disease Control and Prevention), a U.S. federal public health agency — an authoritative government health source. It presents CDC Office of Rural Health information and describes public-health-relevant activities and a high-level rural strategic plan summary.",False,0.9,"The item is a one-page CDC fact sheet/brochure summarizing the Office of Rural Health, its role, vision, and high-level priorities. It lacks the full formal elements of a Policy, National Health Strategy, Control Plan, Action Plan, Law, or evidence-based Guideline (no legal authority, implementation timelines, detailed objectives, methods, or systematic evidence review). Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,40.38,True,
African-american-women-fairley-ADTranscript-508.pdf,True,0.95,"Document is a transcript/summary of a CDC (Centers for Disease Control and Prevention) video and displays logos for the U.S. Department of Health and Human Services and CDC; it features a CDC senior health scientist, indicating an authoritative government public health source.",False,0.95,"Content is an educational Q&A/transcript aimed at the public (breast health awareness) rather than a policy, law, national strategy, control plan, action plan, or formal clinical/public-health guideline. It is patient education/FAQ material, which does not fit the six GHPL categories.",False,,,,,,,,,,,30.6,True,
2022-2026_cardio-collaborative-strategicplan.pdf,True,0.95,"This is a state-level public health strategic plan produced by the South Dakota Cardiovascular Collaborative in collaboration with the South Dakota Department of Health, endorsed by the State Secretary of Health and supported by a CDC cooperative agreement. It is therefore from authoritative government/public health sources.",True,0.95,"The document is a five-year, disease-specific strategic plan (cardiovascular disease prevention and management) with stated goals, objectives and strategies for statewide implementation. This matches the GHPL definition of a National Control Plan (strategic plan for control of a specific health problem) rather than a simple report or guideline.",True,2022-2026 Cardiovascular Collaborative Strategic Plan,National Control Plan,Cardiovascular Health,Agency,2022,United States,English,Regional,0.92,1.0,176.69,True,
National-cancer-strategy-2017-2026-implementation-report-2022.pdf,True,0.95,"The document is an official implementation report for the National Cancer Strategy 2017–2026 produced and referenced by national health authorities (Department of Health, HSE, National Cancer Control Programme). It contains formal programme updates, actions, and ministerial/agency-level responsibility — i.e., it is from authoritative government health bodies.",True,0.93,"This is the implementation/reporting document for a disease-specific national strategy (National Cancer Strategy / National Cancer Control Programme). It corresponds to a National Control Plan type (a national strategic plan focused on controlling a specific disease), rather than a law, clinical guideline, or purely technical report.",True,National Cancer Strategy 2017-2026 Implementation Report 2022,National Control Plan,Cancer,Ministry,2022,Ireland,English,National,0.92,1.0,168.56,True,
COVID-19-Quick-reference-v15_31-August-2021.pdf,True,0.95,"Document is produced by the National Institute for Communicable Diseases (NICD) and references the National Health Laboratory Service (NHLS). NICD is South Africa’s national public health institute and an official health authority; the document uses official letterhead, hotline numbers, versioning and provides formal clinical/public-health guidance.",True,0.9,"Content is clinical and public-health practice guidance (case definition, IPC, specimen collection, diagnostic testing and reporting procedures) intended for health care workers — it is an official clinical guideline/quick reference rather than a law, strategy, or action plan.",True,Coronavirus Disease 2019 (COVID-19) Quick Reference for Clinical Health Care Workers,Health Guideline,,Agency,2021,South Africa,English,National,0.872,0.875,165.88,True,
7400.pdf,True,0.95,"This is the NIOSH Manual of Analytical Methods (NMAM) Method 7400 for asbestos and other fibers. NIOSH is a U.S. federal public health research agency (part of CDC/NIOSH), so the document is an authoritative government occupational health/industrial hygiene source providing official analytical procedures.",True,0.9,"The document is a formal, official technical method/SOP describing sampling, analysis, QA/QC, and reporting procedures for asbestos fiber measurement. It functions as an evidence-based, authoritative practice standard (guideline/SOP) rather than a law, policy, strategy, or action plan — therefore it best fits the GHPL 'GUIDELINE' category.",True,"NIOSH Manual of Analytical Methods (NMAM): Asbestos and Other Fibers by PCM, Method 7400",,Cancer,Agency,1994,United States,English,National,0.935,0.875,165.39,True,
About-cholesterol-korean-translation.pdf,False,0.9,"This is a public education brochure produced by the Heart Foundation (heartfoundation.org.nz), a non-governmental heart charity. It is not a government ministry, national public health institute, or professional medical society issuing official policy; there is no indication of quasi‑governmental or statutory authority in the document.",False,0.95,"Content and structure are a patient-facing informational leaflet about cholesterol and heart health (risk factors and simple actions). It lacks policy/law/strategy/action plan/guideline characteristics (no formal recommendations developed through an evidence review process, no implementation timelines, no legal force, and no national-level targets). Patient education materials are excluded from the six GHPL categories.",False,,,,,,,,,,,35.01,True,
National20Demand20Generation20Implementation20Guide.pdf,True,0.98,"The document is issued by the National Department of Health, Republic of South Africa (official logo and contact details present) and is an official government implementation guide for a national health programme (medical male circumcision).",True,0.92,"This is an implementation-focused document (detailed demand generation implementation guide) containing practical steps, checklists, roles, budgets and M&E — matching the GHPL definition of an Action Plan/implementation plan rather than a high-level policy, law, strategy or clinical guideline.",True,South African Medical Male Circumcision Demand Generation Implementation Guide,Action Plan,,Ministry,2018,South Africa,English,National,0.941,0.875,144.7,True,
Gao-18-634.pdf,True,0.95,This is a U.S. Government Accountability Office (GAO) report—an audit/evaluation product from a federal government agency—addressing rural hospital closures and HHS programs. GAO is an authoritative government source and the report pertains to health system policy and programs.,False,0.95,"The document is an evaluative audit/report describing the number, characteristics, and contributing factors of rural hospital closures. It does not contain a formal policy statement, law/regulation, national health strategy, disease control plan, implementation/action plan, or evidence-based clinical/public health guideline. It is an assessment/report, which the GHPL guidance excludes.",False,,,,,,,,,,,33.32,True,
Ss6604.pdf,True,0.95,"This report is published by the U.S. Centers for Disease Control and Prevention (CDC)/MMWR, U.S. Department of Health and Human Services, and presents official federal cancer incidence and mortality statistics (USCS data). It bears CDC letterhead and describes data sources (NPCR, SEER, NVSS) and methods, so it is from an authoritative government public health source.",False,0.95,"The document is a surveillance/data report (cancer incidence and mortality statistics, methods, tables, and figures) and does not contain a policy statement, law, national health strategy, disease control plan, implementation/action plan, or clinical/public-health guideline. It provides descriptive epidemiologic data and technical notes rather than goals, directives, implementation steps, or evidence-based clinical recommendations.",False,,,,,,,,,,,145.65,True,
100915F1AN_lib_SarewitzPielkeNe.pdf,False,0.95,"This is an academic journal article (Environmental Science & Policy) by university-based authors analyzing science policy and climate research. It is not published by a government health agency, WHO/UN health body, national public health institute, or a professional medical society, nor does it have any formal public-health authority or mandate.",False,0.95,"The document is a scholarly research/perspective article discussing science policy and the organization of climate research. It is not a formal policy, law, national health strategy, national control plan, implementation/action plan, or an evidence-based clinical/public-health guideline.",False,,,,,,,,,,,28.46,True,
Tips-smokefree-combination-medicine-audio-description.pdf,True,0.95,The content is produced/endorsed by authoritative U.S. government health bodies (CDC logos shown) and references the Department of Veterans Affairs and the National Cancer Institute’s Smokefree.gov Initiative — all official public health organizations.,False,0.95,"This is a patient-facing educational video on using nicotine replacement therapies (how-to public education), not a policy, law, national strategy, national control plan, action plan, or a systematically developed clinical/public health guideline.",False,,,,,,,,,,,30.71,True,
Logic_model.pdf,True,0.95,"This document is published by the U.S. Department of Health and Human Services / Centers for Disease Control and Prevention (CDC), Division for Heart Disease and Stroke Prevention. It uses official CDC logos, contact information, and is directed to state HDSP programs as an evaluation/technical assistance product, so it is from an authoritative governmental public health source.",False,0.9,"The content is an evaluation/technical assistance guide (developing and using logic models, templates, and examples) intended to support program planning and evaluation. It is not a formal policy, law, national health strategy, national control plan, action/implementation plan, or an evidence-based clinical/public-health guideline as defined in the GHPL glossary, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,36.15,True,
Surg.-Onco.-Objectives.1.11-1.pdf,False,0.95,"This is an institutional residency training document (General Surgery Residency Goals & Objectives) from the Surgical Oncology Service at the University of Arkansas for Medical Sciences — an academic medical center. It is educational/administrative material from a single institution, not a national government agency, ministry, official public health authority, or professional body issuing standards or policy.",False,0.97,"The content consists of residency program goals, objectives, and competency expectations for PGY levels (educational curriculum). It does not present a national policy, law, health strategy, disease control plan, implementation/action plan, or evidence-based clinical guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,48.55,True,
Sierra_Leone_National_Action_Plan_for_Health_Security_2018-2022.pdf,True,0.95,"This is an official document published by the Government of Sierra Leone (Ministry of Health and Sanitation) with ministerial forewords and acknowledgements, developed with WHO and partner support — i.e., an authoritative national health authority source.",True,0.95,"The document is explicitly a National Action Plan for Health Security (2018–2022) that contains implementation-oriented content (timelines, costing, resource mapping, specific activities and responsibilities) and therefore fits the ACTION PLAN category.",True,National Action Plan for Health Security (NAPHS) 2018-2022,Action Plan,,Ministry,2018,Sierra Leone,English,National,0.915,0.875,166.59,True,
Rr6501e1.pdf,True,0.95,"This document is published by the U.S. Centers for Disease Control and Prevention (CDC), part of the U.S. Department of Health and Human Services, in the MMWR Recommendations and Reports series. It is an official government public health guidance product developed through systematic evidence review and federal advisory input, and therefore from an authoritative health source.",True,0.95,"The document is an evidence-based clinical guidance developed using the GRADE methodology, containing formal recommendations for clinicians on opioid prescribing for chronic pain. Its content, structure, and purpose match the GHPL definition of a GUIDELINE (clinical practice guideline).",True,"CDC Guideline for Prescribing Opioids for Chronic Pain — United States, 2016",Health Guideline,,Agency,2016,United States,English,National,0.888,0.875,160.83,True,
09.04.201920GP20Contracting20guidelines20v8_formatted.pdf,True,0.95,"This document is published by the Republic of South Africa Department of Health (DoH) — it carries the DoH letterhead/logo, lists a DoH programme manager contact and references NDoH guidance. The content sets official operational requirements and obligations for providers under the National VMMC programme, indicating it is from an authoritative national health authority.",True,0.95,"The document is an official set of clinical/operational standards and procedures for Voluntary Medical Male Circumcision (VMMC) for contracted GPs. It provides formal guidance, checklists, clinical protocols, SOPs and reporting requirements consistent with GHPL's definition of a GUIDELINE (clinical and programmatic guidance), not a law, strategy or simple action plan.",True,South African National Guidelines for Voluntary Medical Male Circumcision (VMMC) on General Practitioners' (GP) Contracting,Health Guideline,,Ministry,2019,South Africa,English,National,0.893,0.875,163.94,True,
Educational_Review_CK280911.pdf,False,0.9,"This is an academic book review/edited collection on the UK academies education programme, published by a commercial/academic publisher and authored/reviewed by academics. It is not produced by a government health agency, public health institute, WHO/UN body, or professional medical society and is unrelated to health policy or health authority documents.",False,0.9,"The document is a scholarly review/analysis of education policy (book chapter/article review). It does not contain any formal government policy, law, national health strategy, disease control plan, implementation/action plan, or clinical/public health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,31.54,True,
